NU_ANO_CENSO;CO_ENTIDADE;NO_ENTIDADE;CO_ORGAO_REGIONAL;TP_SITUACAO_FUNCIONAMENTO;DT_ANO_LETIVO_INICIO;DT_ANO_LETIVO_TERMINO;CO_REGIAO;CO_MESORREGIAO;CO_MICRORREGIAO;CO_UF;CO_MUNICIPIO;CO_DISTRITO;TP_DEPENDENCIA;TP_LOCALIZACAO;TP_CATEGORIA_ESCOLA_PRIVADA;IN_CONVENIADA_PP;TP_CONVENIO_PODER_PUBLICO;IN_MANT_ESCOLA_PRIVADA_EMP;IN_MANT_ESCOLA_PRIVADA_ONG;IN_MANT_ESCOLA_PRIVADA_SIND;IN_MANT_ESCOLA_PRIVADA_SIST_S;IN_MANT_ESCOLA_PRIVADA_S_FINS;CO_ESCOLA_SEDE_VINCULADA;CO_IES_OFERTANTE;TP_REGULAMENTACAO;IN_LOCAL_FUNC_PREDIO_ESCOLAR;TP_OCUPACAO_PREDIO_ESCOLAR;IN_LOCAL_FUNC_SALAS_EMPRESA;IN_LOCAL_FUNC_SOCIOEDUCATIVO;IN_LOCAL_FUNC_UNID_PRISIONAL;IN_LOCAL_FUNC_PRISIONAL_SOCIO;IN_LOCAL_FUNC_TEMPLO_IGREJA;IN_LOCAL_FUNC_CASA_PROFESSOR;IN_LOCAL_FUNC_GALPAO;TP_OCUPACAO_GALPAO;IN_LOCAL_FUNC_SALAS_OUTRA_ESC;IN_LOCAL_FUNC_OUTROS;IN_PREDIO_COMPARTILHADO;IN_AGUA_FILTRADA;IN_AGUA_REDE_PUBLICA;IN_AGUA_POCO_ARTESIANO;IN_AGUA_CACIMBA;IN_AGUA_FONTE_RIO;IN_AGUA_INEXISTENTE;IN_ENERGIA_REDE_PUBLICA;IN_ENERGIA_GERADOR;IN_ENERGIA_OUTROS;IN_ENERGIA_INEXISTENTE;IN_ESGOTO_REDE_PUBLICA;IN_ESGOTO_FOSSA;IN_ESGOTO_INEXISTENTE;IN_LIXO_COLETA_PERIODICA;IN_LIXO_QUEIMA;IN_LIXO_JOGA_OUTRA_AREA;IN_LIXO_RECICLA;IN_LIXO_ENTERRA;IN_LIXO_OUTROS;IN_SALA_DIRETORIA;IN_SALA_PROFESSOR;IN_LABORATORIO_INFORMATICA;IN_LABORATORIO_CIENCIAS;IN_SALA_ATENDIMENTO_ESPECIAL;IN_QUADRA_ESPORTES_COBERTA;IN_QUADRA_ESPORTES_DESCOBERTA;IN_QUADRA_ESPORTES;IN_COZINHA;IN_BIBLIOTECA;IN_SALA_LEITURA;IN_BIBLIOTECA_SALA_LEITURA;IN_PARQUE_INFANTIL;IN_BERCARIO;IN_BANHEIRO_FORA_PREDIO;IN_BANHEIRO_DENTRO_PREDIO;IN_BANHEIRO_EI;IN_BANHEIRO_PNE;IN_DEPENDENCIAS_PNE;IN_SECRETARIA;IN_BANHEIRO_CHUVEIRO;IN_REFEITORIO;IN_DESPENSA;IN_ALMOXARIFADO;IN_AUDITORIO;IN_PATIO_COBERTO;IN_PATIO_DESCOBERTO;IN_ALOJAM_ALUNO;IN_ALOJAM_PROFESSOR;IN_AREA_VERDE;IN_LAVANDERIA;IN_DEPENDENCIAS_OUTRAS;NU_SALAS_EXISTENTES;NU_SALAS_UTILIZADAS;IN_EQUIP_TV;IN_EQUIP_VIDEOCASSETE;IN_EQUIP_DVD;IN_EQUIP_PARABOLICA;IN_EQUIP_COPIADORA;IN_EQUIP_RETROPROJETOR;IN_EQUIP_IMPRESSORA;IN_EQUIP_IMPRESSORA_MULT;IN_EQUIP_SOM;IN_EQUIP_MULTIMIDIA;IN_EQUIP_FAX;IN_EQUIP_FOTO;IN_COMPUTADOR;NU_EQUIP_TV;NU_EQUIP_VIDEOCASSETE;NU_EQUIP_DVD;NU_EQUIP_PARABOLICA;NU_EQUIP_COPIADORA;NU_EQUIP_RETROPROJETOR;NU_EQUIP_IMPRESSORA;NU_EQUIP_IMPRESSORA_MULT;NU_EQUIP_SOM;NU_EQUIP_MULTIMIDIA;NU_EQUIP_FAX;NU_EQUIP_FOTO;NU_COMPUTADOR;NU_COMP_ADMINISTRATIVO;NU_COMP_ALUNO;IN_INTERNET;IN_BANDA_LARGA;NU_FUNCIONARIOS;IN_ALIMENTACAO;TP_AEE;TP_ATIVIDADE_COMPLEMENTAR;IN_FUNDAMENTAL_CICLOS;TP_LOCALIZACAO_DIFERENCIADA;IN_MATERIAL_ESP_QUILOMBOLA;IN_MATERIAL_ESP_INDIGENA;IN_MATERIAL_ESP_NAO_UTILIZA;IN_EDUCACAO_INDIGENA;TP_INDIGENA_LINGUA;CO_LINGUA_INDIGENA;IN_BRASIL_ALFABETIZADO;IN_FINAL_SEMANA;IN_FORMACAO_ALTERNANCIA;IN_MEDIACAO_PRESENCIAL;IN_MEDIACAO_SEMIPRESENCIAL;IN_MEDIACAO_EAD;IN_ESPECIAL_EXCLUSIVA;IN_REGULAR;IN_EJA;IN_PROFISSIONALIZANTE;IN_COMUM_CRECHE;IN_COMUM_PRE;IN_COMUM_FUND_AI;IN_COMUM_FUND_AF;IN_COMUM_MEDIO_MEDIO;IN_COMUM_MEDIO_INTEGRADO;IN_COMUM_MEDIO_NORMAL;IN_ESP_EXCLUSIVA_CRECHE;IN_ESP_EXCLUSIVA_PRE;IN_ESP_EXCLUSIVA_FUND_AI;IN_ESP_EXCLUSIVA_FUND_AF;IN_ESP_EXCLUSIVA_MEDIO_MEDIO;IN_ESP_EXCLUSIVA_MEDIO_INTEGR;IN_ESP_EXCLUSIVA_MEDIO_NORMAL;IN_COMUM_EJA_FUND;IN_COMUM_EJA_MEDIO;IN_COMUM_EJA_PROF;IN_ESP_EXCLUSIVA_EJA_FUND;IN_ESP_EXCLUSIVA_EJA_MEDIO;IN_ESP_EXCLUSIVA_EJA_PROF;IN_COMUM_PROF;IN_ESP_EXCLUSIVA_PROF
 2017; 26140896;ESCOLA NUCLEO ALTERNATIVO DE ENSINO AVANCADO;00001; 1;2017/02/06 00:00:00.000;2017/12/15 00:00:00.000; 2; 2605; 26017; 26; 2611606; 261160605; 4; 1; 1; 0;; 1; 0; 0; 0; 0;;; 1; 1; 2; 0; 0; 0; 0; 0; 0; 0;; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 1; 0; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 10; 10; 1; 0; 1; 0; 1; 1; 1; 0; 1; 1; 0; 1; 1; 3; 0; 2; 0; 1; 1; 1; 0; 2; 1; 0; 1; 7; 2; 0; 1; 1; 14; 0; 0; 0; 0; 0; 0; 0; 1; 0;;; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
 2017; 26212200;ESCOLA MUNICIPAL COMPOSITOR CAPIBA;00001; 1;2017/02/03 00:00:00.000;2017/12/22 00:00:00.000; 2; 2605; 26017; 26; 2611606; 261160605; 3; 1;;;;;;;;;;; 2; 1; 2; 0; 0; 0; 0; 0; 0; 0;; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 1; 1; 1; 0; 1; 0; 0; 0; 1; 0; 1; 1; 0; 0; 1; 1; 0; 1; 1; 1; 1; 0; 1; 1; 0; 1; 1; 0; 0; 0; 0; 0; 4; 4; 1; 0; 0; 0; 0; 0; 1; 1; 1; 1; 0; 1; 1; 1; 0; 0; 0; 0; 0; 1; 2; 4; 1; 0; 2; 4; 1; 3; 1; 1; 29; 1; 1; 1; 1; 0; 0; 0; 1; 0;;; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
 2017; 26124475;ESCOLA BRIGADEIRO EDUARDO GOMES - RECIFE;00002; 1;2017/02/02 00:00:00.000;2017/12/22 00:00:00.000; 2; 2605; 26017; 26; 2611606; 261160605; 2; 1;;;;;;;;;;; 1; 1; 3; 0; 0; 0; 0; 0; 0; 0;; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 1; 1; 1; 1; 1; 0; 0; 0; 1; 1; 0; 1; 0; 0; 0; 1; 0; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 0; 0; 0; 0; 0; 17; 17; 1; 0; 0; 0; 1; 0; 1; 1; 1; 0; 0; 0; 1; 3; 0; 0; 0; 2; 0; 3; 1; 2; 0; 0; 0; 16; 5; 9; 1; 1; 100; 1; 0; 1; 0; 0; 0; 0; 1; 0;;; 0; 0; 0; 1; 0; 0; 1; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0
 2017; 26493837;EDUCANDARIO ANA LUCIA;00002; 1;2017/02/01 00:00:00.000;2017/12/29 00:00:00.000; 2; 2605; 26017; 26; 2611606; 261160605; 4; 1; 1; 0;; 1; 0; 0; 0; 0;;; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0;; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 1; 0; 0; 1; 1; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 10; 10; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 0; 1; 1; 1; 0; 1; 0; 1; 0; 3; 0; 3; 0; 0; 1; 2; 2; 0; 1; 1; 15; 0; 0; 0; 0; 0; 0; 0; 1; 0;;; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
 2017; 26122847;ESCOLA DE REFERENCIA EM ENSINO MEDIO AMAURY DE MEDEIROS;00002; 1;2017/02/02 00:00:00.000;2017/12/22 00:00:00.000; 2; 2605; 26017; 26; 2611606; 261160605; 2; 1;;;;;;;;;;; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0;; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 1; 1; 1; 0; 1; 1; 0; 1; 1; 1; 0; 1; 0; 0; 0; 1; 0; 0; 0; 1; 0; 1; 1; 0; 1; 0; 1; 0; 0; 0; 0; 0; 13; 13; 1; 0; 0; 0; 1; 0; 1; 1; 1; 1; 0; 1; 1; 1; 0; 0; 0; 2; 0; 1; 1; 2; 3; 0; 1; 8; 5; 8; 1; 1; 62; 1; 0; 0; 0; 0; 0; 0; 1; 0;;; 0; 1; 0; 1; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0
 2017; 26121565;COLEGIO RADIER ENS 1 E 2 GRAUS;00001; 2;;; 2; 2605; 26017; 26; 2611606; 261160605; 4; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 2017; 26122960;ESCOLA VIDAL DE NEGREIROS;00002; 1;2017/02/02 00:00:00.000;2017/12/22 00:00:00.000; 2; 2605; 26017; 26; 2611606; 261160605; 2; 1;;;;;;;;;;; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0;; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 0; 1; 0; 0; 0; 1; 0; 1; 0; 1; 1; 1; 1; 1; 1; 1; 0; 0; 0; 0; 0; 0; 12; 12; 1; 0; 1; 0; 1; 1; 1; 1; 1; 1; 0; 1; 1; 5; 0; 3; 0; 2; 2; 4; 2; 1; 12; 0; 2; 10; 5; 5; 1; 0; 60; 1; 1; 0; 0; 0; 0; 0; 1; 0;;; 0; 1; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
 2017; 26127938;INSTITUTO EDUCACIONAL ALEXANDRE BARROS;00002; 1;2017/02/02 00:00:00.000;2017/12/29 00:00:00.000; 2; 2605; 26017; 26; 2611606; 261160605; 4; 1; 1; 0;; 1; 0; 0; 0; 0;;; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0;; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 5; 5; 1; 0; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 12; 0; 0; 0; 0; 0; 0; 0; 1; 0;;; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
 2017; 26134180;ESCOLA PROFESSOR JOEL PONTES;00002; 1;2017/02/02 00:00:00.000;2017/12/22 00:00:00.000; 2; 2605; 26017; 26; 2611606; 261160605; 2; 1;;;;;;;;;;; 1; 1; 3; 0; 0; 1; 1; 0; 0; 0;; 0; 0; 0; 1; 1; 1; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 5; 5; 1; 1; 1; 0; 0; 0; 1; 1; 1; 1; 0; 0; 1; 1; 1; 1; 0; 0; 0; 1; 1; 1; 5; 0; 0; 1; 1; 0; 1; 1; 18; 1; 0; 0;; 0; 0; 0; 1; 0;;; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0
 2017; 26163683;SOCIEDADE CLUBE DAS ONZE;00001; 3;;; 2; 2605; 26017; 26; 2611606; 261160605; 4; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 2017; 26137810;ESCOLA CASINHA DO SABER LTDA;00002; 1;2017/02/02 00:00:00.000;2017/12/29 00:00:00.000; 2; 2605; 26017; 26; 2611606; 261160605; 4; 1; 1; 0;; 1; 0; 0; 0; 0;;; 1; 0;; 0; 0; 0; 0; 0; 0; 0;; 0; 1;; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 1; 1; 1; 1; 1; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 6; 6; 1; 0; 1; 0; 0; 0; 1; 1; 1; 0; 0; 0; 1; 2; 0; 1; 0; 0; 0; 2; 2; 2; 0; 0; 0; 1; 1; 0; 1; 1; 9; 0; 0; 0; 0; 0; 0; 0; 1; 0;;; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
 2017; 26127750;COLEGIO DULCE DE SOUZA LEAO LTDA;00002; 1;2017/02/01 00:00:00.000;2017/12/29 00:00:00.000; 2; 2605; 26017; 26; 2611606; 261160605; 4; 1; 1; 0;; 1; 0; 0; 0; 0;;; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0;; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 1; 1; 1; 1; 0; 1; 0; 1; 1; 1; 0; 1; 1; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 33; 14; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 64; 26; 38; 1; 1; 65; 0; 0; 0; 0; 0; 0; 0; 1; 0;;; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 1; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
 2017; 26127865;ESCOLA PROFESSOR CANDIDO DUARTE;00002; 1;2017/02/02 00:00:00.000;2017/12/22 00:00:00.000; 2; 2605; 26017; 26; 2611606; 261160605; 2; 1;;;;;;;;;;; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0;; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 1; 1; 1; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 4; 4; 1; 0; 1; 0; 1; 0; 1; 0; 1; 1; 0; 1; 1; 2; 0; 2; 0; 2; 0; 2; 0; 3; 4; 0; 1; 3; 2; 0; 1; 1; 31; 1; 0; 1; 0; 0; 0; 0; 1; 0;;; 0; 0; 0; 1; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0
 2017; 26149010;EDUCANDARIO BRENDA DE QUEIROZ;00001; 1;2017/02/01 00:00:00.000;2017/12/29 00:00:00.000; 2; 2605; 26017; 26; 2611606; 261160605; 4; 1; 1; 0;; 1; 0; 0; 0; 0;;; 1; 1; 2; 0; 0; 0; 0; 0; 0; 0;; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 0; 1; 1; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 5; 5; 1; 0; 1; 0; 0; 0; 1; 0; 1; 1; 0; 0; 1; 2; 0; 2; 0; 0; 0; 1; 0; 1; 1; 0; 0; 1; 1; 1; 1; 1; 7; 0; 0; 0; 0; 0; 0; 0; 1; 0;;; 0; 1; 0; 1; 0; 0; 0; 1; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
 2017; 26124378;EDUCANDARIO JARDIM PARAISO;00002; 1;2017/02/02 00:00:00.000;2017/12/28 00:00:00.000; 2; 2605; 26017; 26; 2611606; 261160605; 4; 1; 1; 0;; 1; 0; 0; 0; 0;;; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0;; 0; 0; 0; 1; 1; 1; 0; 0; 0; 1; 0; 0; 0; 1; 1; 0; 1; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 1; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 7; 6; 1; 0; 1; 0; 1; 0; 0; 0; 1; 0; 1; 0; 1; 2; 0; 1; 0; 1; 0; 0; 0; 1; 0; 1; 0; 2; 1; 1; 1; 1; 5; 0; 0; 0; 0; 0; 0; 0; 1; 0;;; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
 2017; 26159953;ASSOCIACAO DE MENOR CARENTE;00002; 2;;; 2; 2605; 26017; 26; 2611606; 261160605; 4; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 2017; 26164124;SOCIEDADE PROJETOS SEMENTES DO AMANHA;00001; 3;;; 2; 2605; 26017; 26; 2611606; 261160605; 4; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 2017; 26120704;ESCOLA MUNICIPAL DO JORDAO;00002; 1;2017/02/03 00:00:00.000;2017/12/22 00:00:00.000; 2; 2605; 26017; 26; 2611606; 261160605; 3; 1;;;;;;;;;;; 1; 1; 2; 0; 0; 0; 0; 0; 0; 0;; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 1; 0; 0; 0; 1; 0; 1; 0; 1; 1; 1; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 9; 9; 1; 0; 0; 0; 1; 0; 0; 0; 1; 1; 0; 1; 1; 2; 0; 0; 0; 1; 0; 0; 0; 2; 1; 0; 1; 2; 0; 2; 1; 1; 42; 1; 0; 1; 1; 0; 0; 0; 1; 0;;; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
 2017; 26124998;ESCOLA DO PINOQUIO;00002; 1;2017/02/01 00:00:00.000;2017/12/30 00:00:00.000; 2; 2605; 26017; 26; 2611606; 261160605; 4; 1; 1; 1; 1; 1; 0; 0; 0; 0;;; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0;; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 1; 1; 0; 1; 1; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 5; 5; 1; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 1; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 1; 0; 0; 0; 14; 0; 0; 0; 0; 0; 0; 0; 1; 0;;; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
 2017; 26176734;ESCOLA COMUNITARIA IRMA SALESIA;00002; 2;;; 2; 2605; 26017; 26; 2611606; 261160605; 4; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 2017; 26176009;ESCOLA COMUNITARIA IABV;00001; 2;;; 2; 2605; 26017; 26; 2611606; 261160605; 4; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 2017; 26126109;ESCOLA DE REFERENCIA EM ENSINO MEDIO PADRE MACHADO;00001; 1;2017/02/02 00:00:00.000;2017/12/22 00:00:00.000; 2; 2605; 26017; 26; 2611606; 261160605; 2; 1;;;;;;;;;;; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0;; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 1; 1; 1; 1; 0; 0; 1; 1; 1; 1; 0; 1; 0; 0; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 0; 0; 1; 0; 0; 13; 11; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 9; 2; 7; 1; 3; 1; 5; 3; 4; 12; 1; 6; 22; 4; 16; 1; 1; 30; 1; 0; 0;; 0; 0; 0; 1; 0;;; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
 2017; 26163519;IDESC- INSTITUTO DE DESENVOLVIMENTO S E CULTURAL;00002; 2;;; 2; 2605; 26017; 26; 2611606; 261160605; 4; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 2017; 26167930;CENTRO ESPIRITA SAO JOAO BATISTA;00002; 2;;; 2; 2605; 26017; 26; 2611606; 261160605; 4; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 2017; 26123860;ESCOLA NOSSA SENHORA DA LUZ;00002; 2;;; 2; 2605; 26017; 26; 2611606; 261160605; 4; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 2017; 26120097;ESCOLA PROFESSOR ANTONINO SALES;00002; 2;;; 2; 2605; 26017; 26; 2611606; 261160605; 4; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 2017; 26149281;CRECHE COMUNITARIA CHAO DE ESTRELAS;00001; 2;;; 2; 2605; 26017; 26; 2611606; 261160605; 4; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
